q,p,deg_p,class_count,U,E,largest_incomplete_degree,evidence_grade,source_record
4,T^3 + a*T^2 + a*T + a,3,5,6,6,5,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^2 + (a + 1)*T + a,4,17,5,4,3,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^2 + (a + 1)*T + a + 1,4,17,5,4,3,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^2 + a*T + 1,4,17,5,4,3,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^2 + a*T + a,4,17,5,4,3,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^3 + (a + 1)*T + a + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^3 + (a + 1)*T^2 + T + a + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^3 + (a + 1)*T^2 + a,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^3 + (a + 1)*T^2 + a*T + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^3 + (a + 1)*T^2 + a*T + a,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^3 + T + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^3 + T + a,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^3 + T^2 + (a + 1)*T + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^3 + T^2 + (a + 1)*T + a,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^3 + T^2 + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^3 + T^2 + T + a + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^3 + a*T + a + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^3 + a*T^2 + (a + 1)*T + a,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^3 + a*T^2 + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^3 + a*T^2 + a,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + (a + 1)*T^3 + a*T^2 + a*T + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^2 + (a + 1)*T + 1,4,17,5,4,3,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^2 + (a + 1)*T + a,4,17,5,4,3,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^2 + a*T + 1,4,17,5,4,3,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^2 + a*T + a + 1,4,17,5,4,3,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^3 + (a + 1)*T + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^3 + (a + 1)*T^2 + (a + 1)*T + a,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^3 + (a + 1)*T^2 + (a + 1)*T + a + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^3 + (a + 1)*T^2 + T + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^3 + (a + 1)*T^2 + a,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^3 + T + a,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^3 + T + a + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^3 + T^2 + (a + 1)*T + a + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^3 + T^2 + a,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^3 + T^2 + a + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^3 + T^2 + a*T + a,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^3 + a*T + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^3 + a*T^2 + T + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^3 + a*T^2 + a + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^3 + a*T^2 + a*T + a,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + T^3 + a*T^2 + a*T + a + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^2 + (a + 1)*T + 1,4,17,5,4,3,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^2 + (a + 1)*T + a + 1,4,17,5,4,3,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^2 + a*T + a,4,17,5,4,3,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^2 + a*T + a + 1,4,17,5,4,3,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^3 + (a + 1)*T + a,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^3 + (a + 1)*T^2 + (a + 1)*T + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^3 + (a + 1)*T^2 + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^3 + (a + 1)*T^2 + a + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^3 + (a + 1)*T^2 + a*T + a + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^3 + T + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^3 + T + a + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^3 + T^2 + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^3 + T^2 + T + a,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^3 + T^2 + a*T + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^3 + T^2 + a*T + a + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^3 + a*T + a,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^3 + a*T^2 + (a + 1)*T + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^3 + a*T^2 + (a + 1)*T + a + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^3 + a*T^2 + T + a,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
4,T^4 + a*T^3 + a*T^2 + a + 1,4,17,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T,1,1,1,1,,strict family audit,results/detailed/characteristics.csv
5,T + 1,1,1,1,1,,strict family audit,results/detailed/characteristics.csv
5,T + 2,1,1,1,1,,strict family audit,results/detailed/characteristics.csv
5,T + 3,1,1,1,1,,strict family audit,results/detailed/characteristics.csv
5,T + 4,1,1,1,1,,strict family audit,results/detailed/characteristics.csv
5,T^2 + 2,2,1,1,1,,strict family audit,results/detailed/characteristics.csv
5,T^2 + 2*T + 3,2,1,1,1,,strict family audit,results/detailed/characteristics.csv
5,T^2 + 2*T + 4,2,1,1,1,,strict family audit,results/detailed/characteristics.csv
5,T^2 + 3,2,1,1,1,,strict family audit,results/detailed/characteristics.csv
5,T^2 + 3*T + 3,2,1,1,1,,strict family audit,results/detailed/characteristics.csv
5,T^2 + 3*T + 4,2,1,1,1,,strict family audit,results/detailed/characteristics.csv
5,T^2 + 4*T + 1,2,1,1,1,,strict family audit,results/detailed/characteristics.csv
5,T^2 + 4*T + 2,2,1,1,1,,strict family audit,results/detailed/characteristics.csv
5,T^2 + T + 1,2,1,1,1,,strict family audit,results/detailed/characteristics.csv
5,T^2 + T + 2,2,1,1,1,,strict family audit,results/detailed/characteristics.csv
5,T^3 + 2*T + 1,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 2*T + 4,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 2*T^2 + 1,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 2*T^2 + 2*T + 2,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 2*T^2 + 2*T + 3,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 2*T^2 + 3,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 2*T^2 + 4*T + 2,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 2*T^2 + 4*T + 4,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 2*T^2 + T + 3,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 2*T^2 + T + 4,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 3*T + 2,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 3*T + 3,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 3*T^2 + 2,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 3*T^2 + 2*T + 2,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 3*T^2 + 2*T + 3,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 3*T^2 + 4,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 3*T^2 + 4*T + 1,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 3*T^2 + 4*T + 3,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 3*T^2 + T + 1,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 3*T^2 + T + 2,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 4*T + 2,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 4*T + 3,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 4*T^2 + 3,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 4*T^2 + 3*T + 1,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 4*T^2 + 3*T + 4,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 4*T^2 + 4,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 4*T^2 + 4*T + 2,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 4*T^2 + 4*T + 4,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 4*T^2 + T + 1,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + 4*T^2 + T + 2,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + T + 1,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + T + 4,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + T^2 + 1,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + T^2 + 2,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + T^2 + 3*T + 1,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + T^2 + 3*T + 4,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + T^2 + 4*T + 1,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + T^2 + 4*T + 3,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + T^2 + T + 3,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^3 + T^2 + T + 4,3,6,6,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^2 + 2*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^2 + 2*T + 3,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^2 + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^2 + 3*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^2 + 3*T + 3,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 2*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 2*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 2*T^2 + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 2*T^2 + 2*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 2*T^2 + 2*T + 4,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 2*T^2 + 3,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 2*T^2 + T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 3*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 3*T^2 + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 3*T^2 + 2*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 3*T^2 + 3*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 3*T^2 + 3*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 3*T^2 + 4*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 3*T^2 + T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 3*T^2 + T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 4*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 4*T^2 + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 4*T^2 + 2*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 4*T^2 + 3*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 4*T^2 + 3*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 4*T^2 + 4*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + 4*T^2 + T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + T^2 + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + T^2 + 2*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + T^2 + 2*T + 3,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + T^2 + 3*T + 1,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + 2*T^3 + T^2 + 3*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^2 + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^2 + 4*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^2 + 4*T + 3,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^2 + T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^2 + T + 3,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 2*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 2*T^2 + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 2*T^2 + 3,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 2*T^2 + 3*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 2*T^2 + 3*T + 4,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 2*T^2 + 4*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 3*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 3*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 3*T^2 + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 3*T^2 + 2*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 3*T^2 + 2*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 3*T^2 + 3*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 3*T^2 + 4*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 3*T^2 + 4*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 3*T^2 + T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 4*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 4*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 4*T^2 + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 4*T^2 + 2*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 4*T^2 + 2*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 4*T^2 + 3*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 4*T^2 + 4*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + 4*T^2 + T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + T^2 + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + T^2 + 2*T + 1,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + T^2 + 2*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + T^2 + 3*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 3*T^3 + T^2 + 3*T + 3,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^2 + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^2 + 2*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^2 + 3*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^2 + 4*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^2 + 4*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^2 + T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^2 + T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 2*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 2*T^2 + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 2*T^2 + 2*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 2*T^2 + 3*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 2*T^2 + 3*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 2*T^2 + 4*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 2*T^2 + 4*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 2*T^2 + T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 3*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 3*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 3*T^2 + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 3*T^2 + 3,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 3*T^2 + 3*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 3*T^2 + T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 3*T^2 + T + 4,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 4*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 4*T^2 + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 4*T^2 + 4*T + 1,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 4*T^2 + 4*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 4*T^2 + T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + 4*T^2 + T + 3,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + T^2 + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + T^2 + 2*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + T^2 + 3*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + T^2 + 4*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + T^2 + 4*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + 4*T^3 + T^2 + T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^2 + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^2 + 2*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^2 + 2*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^2 + 3*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^2 + 3*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^2 + 4*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^2 + T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 2*T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 2*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 2*T^2 + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 2*T^2 + 2*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 2*T^2 + 2*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 2*T^2 + 3*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 2*T^2 + 4*T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 2*T^2 + T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 2*T^2 + T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 3*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 3*T^2 + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 3*T^2 + 2*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 3*T^2 + 3,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 3*T^2 + 4*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 3*T^2 + 4*T + 4,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 4*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 4*T + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 4*T^2 + 2,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 4*T^2 + 4*T + 1,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 4*T^2 + 4*T + 3,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 4*T^2 + T + 1,4,26,5,5,4,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + 4*T^2 + T + 4,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
5,T^4 + T^3 + T + 3,4,26,5,4,3,strict family audit,results/detailed/characteristics.csv
