q,p,deg_p,class_count,U,E,levels_scanned,incomplete_levels,largest_incomplete_degree,vectors_visited,result_directory,result_file
5,T^4 + 4*T^3 + 4*T^2 + 4*T + 4,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_4_T3_4_T2_4_T_4.compact.json
5,T^4 + 4*T^3 + 4*T^2 + T + 1,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_4_T3_4_T2_T_1.compact.json
5,T^4 + 4*T^3 + 4*T^2 + T + 3,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_4_T3_4_T2_T_3.compact.json
5,T^4 + 4*T^3 + T + 1,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_4_T3_T_1.compact.json
5,T^4 + 4*T^3 + T + 2,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_4_T3_T_2.compact.json
5,T^4 + 4*T^3 + T^2 + 1,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_4_T3_T2_1.compact.json
5,T^4 + 4*T^3 + T^2 + 2*T + 3,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_4_T3_T2_2_T_3.compact.json
5,T^4 + 4*T^3 + T^2 + 3*T + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_4_T3_T2_3_T_4.compact.json
5,T^4 + 4*T^3 + T^2 + 4*T + 3,4,26,5,4,204,55,3,27421524,results/q5_degree4_compact,p_T4_4_T3_T2_4_T_3.compact.json
5,T^4 + 4*T^3 + T^2 + 4*T + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_4_T3_T2_4_T_4.compact.json
5,T^4 + 4*T^3 + T^2 + T + 2,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_4_T3_T2_T_2.compact.json
5,T^4 + T + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_T_4.compact.json
5,T^4 + T^2 + 2,4,26,5,4,204,53,3,27421524,results/q5_degree4_compact,p_T4_T2_2.compact.json
5,T^4 + T^2 + 2*T + 2,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_T2_2_T_2.compact.json
5,T^4 + T^2 + 2*T + 3,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_T2_2_T_3.compact.json
5,T^4 + T^2 + 3*T + 2,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_T2_3_T_2.compact.json
5,T^4 + T^2 + 3*T + 3,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_T2_3_T_3.compact.json
5,T^4 + T^2 + 4*T + 1,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_T2_4_T_1.compact.json
5,T^4 + T^2 + T + 1,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_T2_T_1.compact.json
5,T^4 + T^3 + 2*T + 3,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_T3_2_T_3.compact.json
5,T^4 + T^3 + 2*T + 4,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_T3_2_T_4.compact.json
5,T^4 + T^3 + 2*T^2 + 2,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_T3_2_T2_2.compact.json
5,T^4 + T^3 + 2*T^2 + 2*T + 1,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_T3_2_T2_2_T_1.compact.json
5,T^4 + T^3 + 2*T^2 + 2*T + 2,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_T3_2_T2_2_T_2.compact.json
5,T^4 + T^3 + 2*T^2 + 3*T + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_T3_2_T2_3_T_4.compact.json
5,T^4 + T^3 + 2*T^2 + 4*T + 4,4,26,5,4,204,53,3,27421524,results/q5_degree4_compact,p_T4_T3_2_T2_4_T_4.compact.json
5,T^4 + T^3 + 2*T^2 + T + 2,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_T3_2_T2_T_2.compact.json
5,T^4 + T^3 + 2*T^2 + T + 3,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_T3_2_T2_T_3.compact.json
5,T^4 + T^3 + 3*T + 2,4,26,5,4,204,53,3,27421524,results/q5_degree4_compact,p_T4_T3_3_T_2.compact.json
5,T^4 + T^3 + 3*T^2 + 1,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_T3_3_T2_1.compact.json
5,T^4 + T^3 + 3*T^2 + 2*T + 1,4,26,5,4,204,55,3,27421524,results/q5_degree4_compact,p_T4_T3_3_T2_2_T_1.compact.json
5,T^4 + T^3 + 3*T^2 + 3,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_T3_3_T2_3.compact.json
5,T^4 + T^3 + 3*T^2 + 4*T + 2,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_T3_3_T2_4_T_2.compact.json
5,T^4 + T^3 + 3*T^2 + 4*T + 4,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_T3_3_T2_4_T_4.compact.json
5,T^4 + T^3 + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_T3_4.compact.json
5,T^4 + T^3 + 4*T + 1,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_T3_4_T_1.compact.json
5,T^4 + T^3 + 4*T + 2,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_T3_4_T_2.compact.json
5,T^4 + T^3 + 4*T^2 + 2,4,26,5,4,204,55,3,27421524,results/q5_degree4_compact,p_T4_T3_4_T2_2.compact.json
5,T^4 + T^3 + 4*T^2 + 4*T + 1,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_T3_4_T2_4_T_1.compact.json
5,T^4 + T^3 + 4*T^2 + 4*T + 3,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_T3_4_T2_4_T_3.compact.json
5,T^4 + T^3 + 4*T^2 + T + 1,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_T3_4_T2_T_1.compact.json
5,T^4 + T^3 + 4*T^2 + T + 4,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_T3_4_T2_T_4.compact.json
5,T^4 + T^3 + T + 3,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_T3_T_3.compact.json
5,T^4 + T^3 + T^2 + 1,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_T3_T2_1.compact.json
5,T^4 + T^3 + T^2 + 2*T + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_T3_T2_2_T_4.compact.json
5,T^4 + T^3 + T^2 + 3*T + 3,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_T3_T2_3_T_3.compact.json
5,T^4 + T^3 + T^2 + 4*T + 2,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_T3_T2_4_T_2.compact.json
5,T^4 + T^3 + T^2 + T + 3,4,26,5,4,204,55,3,27421524,results/q5_degree4_compact,p_T4_T3_T2_T_3.compact.json
5,T^4 + T^3 + T^2 + T + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_T3_T2_T_4.compact.json
7,T,1,1,1,1,0,0,,0,results/q7_low_degree,p_T.json
7,T + 1,1,1,1,1,0,0,,0,results/q7_low_degree,p_T_1.json
7,T + 2,1,1,1,1,0,0,,0,results/q7_low_degree,p_T_2.json
7,T + 3,1,1,1,1,0,0,,0,results/q7_low_degree,p_T_3.json
7,T + 4,1,1,1,1,0,0,,0,results/q7_low_degree,p_T_4.json
7,T + 5,1,1,1,1,0,0,,0,results/q7_low_degree,p_T_5.json
7,T + 6,1,1,1,1,0,0,,0,results/q7_low_degree,p_T_6.json
7,T^2 + 1,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_1.json
7,T^2 + 2,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_2.json
7,T^2 + 2*T + 2,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_2_T_2.json
7,T^2 + 2*T + 3,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_2_T_3.json
7,T^2 + 2*T + 5,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_2_T_5.json
7,T^2 + 3*T + 1,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_3_T_1.json
7,T^2 + 3*T + 5,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_3_T_5.json
7,T^2 + 3*T + 6,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_3_T_6.json
7,T^2 + 4,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_4.json
7,T^2 + 4*T + 1,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_4_T_1.json
7,T^2 + 4*T + 5,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_4_T_5.json
7,T^2 + 4*T + 6,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_4_T_6.json
7,T^2 + 5*T + 2,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_5_T_2.json
7,T^2 + 5*T + 3,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_5_T_3.json
7,T^2 + 5*T + 5,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_5_T_5.json
7,T^2 + 6*T + 3,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_6_T_3.json
7,T^2 + 6*T + 4,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_6_T_4.json
7,T^2 + 6*T + 6,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_6_T_6.json
7,T^2 + T + 3,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_T_3.json
7,T^2 + T + 4,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_T_4.json
7,T^2 + T + 6,2,1,1,1,0,0,,0,results/q7_low_degree,p_T2_T_6.json
7,T^3 + 2,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_2.compact.json
7,T^3 + 2*T + 1,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_2_T_1.compact.json
7,T^3 + 2*T + 6,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_2_T_6.compact.json
7,T^3 + 2*T^2 + 1,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_2_T2_1.compact.json
7,T^3 + 2*T^2 + 2*T + 3,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_2_T2_2_T_3.compact.json
7,T^3 + 2*T^2 + 2*T + 6,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_2_T2_2_T_6.compact.json
7,T^3 + 2*T^2 + 3,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_2_T2_3.compact.json
7,T^3 + 2*T^2 + 3*T + 3,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_2_T2_3_T_3.compact.json
7,T^3 + 2*T^2 + 3*T + 5,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_2_T2_3_T_5.compact.json
7,T^3 + 2*T^2 + 4*T + 2,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_2_T2_4_T_2.compact.json
7,T^3 + 2*T^2 + 4*T + 5,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_2_T2_4_T_5.compact.json
7,T^3 + 2*T^2 + 5*T + 1,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_2_T2_5_T_1.compact.json
7,T^3 + 2*T^2 + 5*T + 5,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_2_T2_5_T_5.compact.json
7,T^3 + 2*T^2 + 6*T + 1,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_2_T2_6_T_1.compact.json
7,T^3 + 2*T^2 + 6*T + 2,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_2_T2_6_T_2.compact.json
7,T^3 + 2*T^2 + 6*T + 3,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_2_T2_6_T_3.compact.json
7,T^3 + 2*T^2 + 6*T + 4,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_2_T2_6_T_4.compact.json
7,T^3 + 2*T^2 + T + 4,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_2_T2_T_4.compact.json
7,T^3 + 2*T^2 + T + 6,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_2_T2_T_6.compact.json
7,T^3 + 3,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_3.compact.json
7,T^3 + 3*T + 2,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_3_T_2.compact.json
7,T^3 + 3*T + 5,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_3_T_5.compact.json
7,T^3 + 3*T^2 + 2*T + 2,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_3_T2_2_T_2.compact.json
7,T^3 + 3*T^2 + 2*T + 5,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_3_T2_2_T_5.compact.json
7,T^3 + 3*T^2 + 3*T + 3,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_3_T2_3_T_3.compact.json
7,T^3 + 3*T^2 + 3*T + 4,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_3_T2_3_T_4.compact.json
7,T^3 + 3*T^2 + 3*T + 5,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_3_T2_3_T_5.compact.json
7,T^3 + 3*T^2 + 3*T + 6,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_3_T2_3_T_6.compact.json
7,T^3 + 3*T^2 + 4,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_3_T2_4.compact.json
7,T^3 + 3*T^2 + 4*T + 1,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_3_T2_4_T_1.compact.json
7,T^3 + 3*T^2 + 4*T + 3,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_3_T2_4_T_3.compact.json
7,T^3 + 3*T^2 + 5*T + 2,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_3_T2_5_T_2.compact.json
7,T^3 + 3*T^2 + 5*T + 4,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_3_T2_5_T_4.compact.json
7,T^3 + 3*T^2 + 6,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_3_T2_6.compact.json
7,T^3 + 3*T^2 + 6*T + 2,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_3_T2_6_T_2.compact.json
7,T^3 + 3*T^2 + 6*T + 6,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_3_T2_6_T_6.compact.json
7,T^3 + 3*T^2 + T + 1,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_3_T2_T_1.compact.json
7,T^3 + 3*T^2 + T + 4,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_3_T2_T_4.compact.json
7,T^3 + 4,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_4.compact.json
7,T^3 + 4*T + 1,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_4_T_1.compact.json
7,T^3 + 4*T + 6,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_4_T_6.compact.json
7,T^3 + 4*T^2 + 1,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_4_T2_1.compact.json
7,T^3 + 4*T^2 + 2*T + 2,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_4_T2_2_T_2.compact.json
7,T^3 + 4*T^2 + 2*T + 5,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_4_T2_2_T_5.compact.json
7,T^3 + 4*T^2 + 3,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_4_T2_3.compact.json
7,T^3 + 4*T^2 + 3*T + 1,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_4_T2_3_T_1.compact.json
7,T^3 + 4*T^2 + 3*T + 2,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_4_T2_3_T_2.compact.json
7,T^3 + 4*T^2 + 3*T + 3,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_4_T2_3_T_3.compact.json
7,T^3 + 4*T^2 + 3*T + 4,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_4_T2_3_T_4.compact.json
7,T^3 + 4*T^2 + 4*T + 4,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_4_T2_4_T_4.compact.json
7,T^3 + 4*T^2 + 4*T + 6,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_4_T2_4_T_6.compact.json
7,T^3 + 4*T^2 + 5*T + 3,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_4_T2_5_T_3.compact.json
7,T^3 + 4*T^2 + 5*T + 5,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_4_T2_5_T_5.compact.json
7,T^3 + 4*T^2 + 6*T + 1,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_4_T2_6_T_1.compact.json
7,T^3 + 4*T^2 + 6*T + 5,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_4_T2_6_T_5.compact.json
7,T^3 + 4*T^2 + T + 3,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_4_T2_T_3.compact.json
7,T^3 + 4*T^2 + T + 6,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_4_T2_T_6.compact.json
7,T^3 + 5,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_5.compact.json
7,T^3 + 5*T + 2,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_5_T_2.compact.json
7,T^3 + 5*T + 5,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_5_T_5.compact.json
7,T^3 + 5*T^2 + 2*T + 1,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_5_T2_2_T_1.compact.json
7,T^3 + 5*T^2 + 2*T + 4,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_5_T2_2_T_4.compact.json
7,T^3 + 5*T^2 + 3*T + 2,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_5_T2_3_T_2.compact.json
7,T^3 + 5*T^2 + 3*T + 4,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_5_T2_3_T_4.compact.json
7,T^3 + 5*T^2 + 4,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_5_T2_4.compact.json
7,T^3 + 5*T^2 + 4*T + 2,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_5_T2_4_T_2.compact.json
7,T^3 + 5*T^2 + 4*T + 5,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_5_T2_4_T_5.compact.json
7,T^3 + 5*T^2 + 5*T + 2,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_5_T2_5_T_2.compact.json
7,T^3 + 5*T^2 + 5*T + 6,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_5_T2_5_T_6.compact.json
7,T^3 + 5*T^2 + 6,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_5_T2_6.compact.json
7,T^3 + 5*T^2 + 6*T + 3,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_5_T2_6_T_3.compact.json
7,T^3 + 5*T^2 + 6*T + 4,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_5_T2_6_T_4.compact.json
7,T^3 + 5*T^2 + 6*T + 5,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_5_T2_6_T_5.compact.json
7,T^3 + 5*T^2 + 6*T + 6,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_5_T2_6_T_6.compact.json
7,T^3 + 5*T^2 + T + 1,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_5_T2_T_1.compact.json
7,T^3 + 5*T^2 + T + 3,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_5_T2_T_3.compact.json
7,T^3 + 6*T + 2,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_6_T_2.compact.json
7,T^3 + 6*T + 5,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_6_T_5.compact.json
7,T^3 + 6*T^2 + 2*T + 1,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_6_T2_2_T_1.compact.json
7,T^3 + 6*T^2 + 2*T + 3,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_6_T2_2_T_3.compact.json
7,T^3 + 6*T^2 + 3*T + 2,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_6_T2_3_T_2.compact.json
7,T^3 + 6*T^2 + 3*T + 6,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_6_T2_3_T_6.compact.json
7,T^3 + 6*T^2 + 4,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_6_T2_4.compact.json
7,T^3 + 6*T^2 + 4*T + 1,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_6_T2_4_T_1.compact.json
7,T^3 + 6*T^2 + 4*T + 4,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_6_T2_4_T_4.compact.json
7,T^3 + 6*T^2 + 5*T + 3,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_6_T2_5_T_3.compact.json
7,T^3 + 6*T^2 + 5*T + 4,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_6_T2_5_T_4.compact.json
7,T^3 + 6*T^2 + 5*T + 5,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_6_T2_5_T_5.compact.json
7,T^3 + 6*T^2 + 5*T + 6,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_6_T2_5_T_6.compact.json
7,T^3 + 6*T^2 + 6,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_6_T2_6.compact.json
7,T^3 + 6*T^2 + 6*T + 2,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_6_T2_6_T_2.compact.json
7,T^3 + 6*T^2 + 6*T + 4,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_6_T2_6_T_4.compact.json
7,T^3 + 6*T^2 + T + 2,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_6_T2_T_2.compact.json
7,T^3 + 6*T^2 + T + 5,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_6_T2_T_5.compact.json
7,T^3 + T + 1,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_T_1.compact.json
7,T^3 + T + 6,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_T_6.compact.json
7,T^3 + T^2 + 1,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_T2_1.compact.json
7,T^3 + T^2 + 2*T + 4,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_T2_2_T_4.compact.json
7,T^3 + T^2 + 2*T + 6,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_T2_2_T_6.compact.json
7,T^3 + T^2 + 3,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_T2_3.compact.json
7,T^3 + T^2 + 3*T + 1,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_T2_3_T_1.compact.json
7,T^3 + T^2 + 3*T + 5,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_T2_3_T_5.compact.json
7,T^3 + T^2 + 4*T + 3,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_T2_4_T_3.compact.json
7,T^3 + T^2 + 4*T + 6,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_T2_4_T_6.compact.json
7,T^3 + T^2 + 5*T + 1,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_T2_5_T_1.compact.json
7,T^3 + T^2 + 5*T + 2,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_T2_5_T_2.compact.json
7,T^3 + T^2 + 5*T + 3,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_T2_5_T_3.compact.json
7,T^3 + T^2 + 5*T + 4,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_T2_5_T_4.compact.json
7,T^3 + T^2 + 6*T + 3,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_T2_6_T_3.compact.json
7,T^3 + T^2 + 6*T + 5,3,8,5,4,727,91,3,6655536,results/q7_degree3_compact,p_T3_T2_6_T_5.compact.json
7,T^3 + T^2 + T + 2,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_T2_T_2.compact.json
7,T^3 + T^2 + T + 5,3,8,5,4,727,95,3,6655536,results/q7_degree3_compact,p_T3_T2_T_5.compact.json
8,T,1,1,1,1,0,0,,0,results/q8,p_T.json
8,T + 1,1,1,1,1,0,0,,0,results/q8,p_T_1.json
8,T + a,1,1,1,1,0,0,,0,results/q8,p_T_a.json
8,T + a + 1,1,1,1,1,0,0,,0,results/q8,p_T_ap1.json
8,T + a^2,1,1,1,1,0,0,,0,results/q8,p_T_a2.json
8,T + a^2 + 1,1,1,1,1,0,0,,0,results/q8,p_T_a2p1.json
8,T + a^2 + a,1,1,1,1,0,0,,0,results/q8,p_T_a2pa.json
8,T + a^2 + a + 1,1,1,1,1,0,0,,0,results/q8,p_T_a2pap1.json
8,T^2 + (a + 1)*T + a^2,2,1,1,1,0,0,,0,results/q8,p_T2_ap1_T_a2.json
8,T^2 + (a + 1)*T + a^2 + 1,2,1,1,1,0,0,,0,results/q8,p_T2_ap1_T_a2p1.json
8,T^2 + (a + 1)*T + a^2 + a,2,1,1,1,0,0,,0,results/q8,p_T2_ap1_T_a2pa.json
8,T^2 + (a + 1)*T + a^2 + a + 1,2,1,1,1,0,0,,0,results/q8,p_T2_ap1_T_a2pap1.json
8,T^2 + (a^2 + 1)*T + a,2,1,1,1,0,0,,0,results/q8,p_T2_a2p1_T_a.json
8,T^2 + (a^2 + 1)*T + a + 1,2,1,1,1,0,0,,0,results/q8,p_T2_a2p1_T_ap1.json
8,T^2 + (a^2 + 1)*T + a^2 + a,2,1,1,1,0,0,,0,results/q8,p_T2_a2p1_T_a2pa.json
8,T^2 + (a^2 + 1)*T + a^2 + a + 1,2,1,1,1,0,0,,0,results/q8,p_T2_a2p1_T_a2pap1.json
8,T^2 + (a^2 + a + 1)*T + a,2,1,1,1,0,0,,0,results/q8,p_T2_a2pap1_T_a.json
8,T^2 + (a^2 + a + 1)*T + a + 1,2,1,1,1,0,0,,0,results/q8,p_T2_a2pap1_T_ap1.json
8,T^2 + (a^2 + a + 1)*T + a^2,2,1,1,1,0,0,,0,results/q8,p_T2_a2pap1_T_a2.json
8,T^2 + (a^2 + a + 1)*T + a^2 + 1,2,1,1,1,0,0,,0,results/q8,p_T2_a2pap1_T_a2p1.json
8,T^2 + (a^2 + a)*T + 1,2,1,1,1,0,0,,0,results/q8,p_T2_a2pa_T_1.json
